Time,break,Start/Stop,TimeStamp,break,Left,break,Right,Duration
,,,12:44:26,,  56.41,,  43.26,3.103
,,,12:44:27,,  57.77,,  43.45,4.084
12:44:27,*****,Sensor Made,*****
12:44:30,*****,Sensor Broken,*****
,,,12:44:30,,  57.77,,  43.45,0.017
,,,12:44:30,,  57.77,,  43.45,0.033
12:44:31,*****,Sensor Made,*****
12:44:31,*****,Sensor Broken,*****
,,,12:44:31,,  54.80,,  49.88,0.047
,,,12:44:32,,  47.24,,  51.01,1.101
,,,12:44:33,,  42.11,,  55.71,2.106
,,,12:44:34,,  44.35,,  50.80,3.094
12:44:35,*****,Sensor Made,*****
12:44:35,*****,Sensor Broken,*****
,,,12:44:35,,  45.11,,  46.82,0.049
12:44:36,*****,Sensor Made,*****
12:44:36,*****,Sensor Broken,*****
,,,12:44:36,,  45.11,,  46.82,0.048
,,,12:44:37,,  50.75,,  41.06,1.1
,,,12:44:38,,  25.55,,  50.90,2.105
,,,12:44:39,,   0.03,,  38.77,3.127
,,,12:44:40,,-  0.02,,  41.04,4.099
,,,12:44:41,,   0.83,,  70.24,5.104
,,,12:44:42,,   5.19,,  74.98,6.142
,,,12:44:43,,  17.53,,  69.87,7.098
,,,12:44:44,,  41.26,,  56.95,8.103
,,,12:44:45,,  44.34,,  53.39,9.14
,,,12:44:46,,  44.76,,  52.56,10.096
12:44:47,*****,Sensor Made,*****
12:44:47,*****,Sensor Broken,*****
,,,12:44:47,,  46.63,,  52.94,0.032
,,,12:44:49,,  48.75,,  53.62,1.086
,,,12:44:50,,  49.26,,  55.71,2.098
,,,12:44:51,,  46.78,,  57.84,3.111
,,,12:44:52,,  50.03,,  54.64,4.092
12:44:52,*****,Sensor Made,*****
12:44:52,*****,Sensor Broken,*****
,,,12:44:52,,  48.24,,  56.27,0.049
12:44:53,*****,Sensor Made,*****
12:44:53,*****,Sensor Broken,*****
,,,12:44:53,,  48.24,,  56.27,0.017
,,,12:44:53,,  48.24,,  56.27,0.032
12:44:53,*****,Sensor Made,*****
12:44:53,*****,Sensor Broken,*****
,,,12:44:53,,  47.70,,  56.27,0.032
12:44:54,*****,Sensor Made,*****
12:44:54,*****,Sensor Broken,*****
,,,12:44:54,,  47.70,,  56.27,0.047
12:44:54,*****,Sensor Made,*****
12:44:55,*****,Sensor Broken,*****
,,,12:44:55,,  49.42,,  47.38,0.033
12:44:55,*****,Sensor Made,*****
12:44:58,*****,Sensor Broken,*****
12:44:58,*****,Sensor Made,*****
12:44:58,*****,Sensor Broken,*****
,,,12:44:58,,  54.24,,  35.19,0.033
12:44:59,*****,Sensor Made,*****
12:44:59,*****,Sensor Broken,*****
,,,12:44:59,,  54.24,,  35.19,0.017
,,,12:44:59,,  54.24,,  35.19,0.032
12:44:59,*****,Sensor Made,*****
12:44:59,*****,Sensor Broken,*****
,,,12:44:59,,  54.24,,  36.86,0.048
12:44:59,*****,Sensor Made,*****
12:45:00,*****,Sensor Broken,*****
,,,12:45:00,,  47.24,,  47.44,0.048
,,,12:45:01,,  50.28,,  45.69,1.101
12:45:02,*****,Sensor Made,*****
12:45:40,*****,Sensor Broken,*****
,,,12:45:41,,  50.28,,  45.69,0.02
,,,12:45:41,,  50.28,,  45.69,0.032
,,,12:45:42,,  57.84,,  47.34,1.085
,,,12:45:43,,  37.53,,  65.95,2.089
,,,12:45:44,,  40.70,,  63.55,3.086
,,,12:45:45,,  40.49,,  62.75,4.083
,,,12:45:46,,  41.41,,  61.38,5.104
,,,12:45:47,,  41.19,,  61.11,6.077
12:45:47,*****,Sensor Made,*****
12:45:48,*****,Sensor Broken,*****
,,,12:45:48,,  38.49,,  64.74,0.048
,,,12:45:49,,  40.11,,  65.18,1.085
12:45:50,*****,Sensor Made,*****
12:45:50,*****,Sensor Broken,*****
,,,12:45:50,,  40.11,,  65.18,0.033
,,,12:45:51,,  36.79,,  69.58,1.086
12:45:51,*****,Sensor Made,*****
12:45:51,*****,Sensor Broken,*****
,,,12:45:51,,  36.79,,  69.58,0.016
,,,12:45:51,,  36.79,,  69.58,0.033
12:45:51,*****,Sensor Made,*****
12:45:52,*****,Sensor Broken,*****
,,,12:45:53,,  36.74,,  68.66,0.033
,,,12:45:54,,  34.02,,  70.76,1.085
,,,12:45:55,,  29.06,,  76.12,2.09
,,,12:45:56,,  34.14,,  67.88,3.119
,,,12:45:57,,  33.88,,  67.41,4.084
,,,12:45:58,,  28.72,,  70.58,5.113
12:45:58,*****,Sensor Made,*****
12:45:58,*****,Sensor Broken,*****
,,,12:45:58,,  28.72,,  70.58,0.033
,,,12:45:59,,  33.26,,  66.35,1.085
,,,12:46:00,,  26.81,,  72.59,2.107
,,,12:46:01,,  32.81,,  64.63,3.112
,,,12:46:02,,  28.16,,  66.83,4.085
,,,12:46:03,,  26.91,,  67.29,5.106
,,,12:46:04,,  26.87,,  68.60,6.111
,,,12:46:05,,  24.78,,  70.68,7.084
12:46:05,*****,Sensor Made,*****
12:46:06,*****,Sensor Broken,*****
,,,12:46:06,,  21.11,,  72.96,0.048
,,,12:46:07,,  42.23,,  60.41,1.102
12:46:07,*****,Sensor Made,*****
12:46:12,*****,Sensor Broken,*****
,,,12:46:12,,  42.23,,  60.41,0.047
,,,12:46:13,,  60.78,,  41.23,1.101
,,,12:46:14,,  54.85,,  39.16,2.106
,,,12:46:15,,  37.06,,  55.96,3.095
12:46:16,*****,Sensor Made,*****
12:46:16,*****,Sensor Broken,*****
,,,12:46:16,,  37.06,,  55.96,0.032
12:46:17,*****,Sensor Made,*****
12:46:17,*****,Sensor Broken,*****
,,,12:46:17,,  44.52,,  57.06,0.033
12:46:17,*****,Sensor Made,*****
12:46:17,*****,Sensor Broken,*****
,,,12:46:17,,  44.52,,  57.06,0.049
12:46:18,*****,Sensor Made,*****
12:50:45,*****,Sensor Broken,*****
,,,12:50:45,,  44.52,,  57.06,0.017
,,,12:50:45,,  44.52,,  57.06,0.03
,,,12:50:46,,  44.75,,  59.66,1.084
,,,12:50:47,,  48.16,,  53.95,2.09
,,,12:50:48,,  56.57,,  44.41,3.079
,,,12:50:49,,  65.00,,  35.29,4.084
,,,12:50:50,,  66.56,,  31.88,5.088
,,,12:50:51,,  66.16,,  32.15,6.077
,,,12:50:52,,  67.73,,  31.29,7.082
,,,12:50:53,,  69.75,,  29.54,8.103
,,,12:50:54,,  71.39,,  28.48,9.108
,,,12:50:55,,  72.55,,  26.89,10.081
,,,12:50:56,,  74.42,,  25.44,11.101
,,,12:50:57,,  76.36,,  22.85,12.106
,,,12:50:58,,  73.95,,  27.30,13.095
,,,12:50:59,,  74.61,,  26.11,14.099
,,,12:51:00,,  78.23,,  22.52,15.105
,,,12:51:01,,  79.93,,  21.63,16.094
,,,12:51:02,,  82.20,,  20.10,17.099
,,,12:51:03,,  84.45,,  17.46,18.103
12:51:04,*****,Sensor Made,*****
12:51:06,*****,Sensor Broken,*****
,,,12:51:06,,  84.45,,  17.46,0.032
,,,12:51:07,,  87.07,,  20.96,1.085
,,,12:51:08,,  59.12,,  43.34,2.09
12:51:09,*****,Sensor Made,*****
12:51:12,*****,Sensor Broken,*****
,,,12:51:12,,  59.12,,  43.34,0.033
,,,12:51:13,,  51.72,,  54.46,1.085
,,,12:51:14,,  46.69,,  52.92,2.091
,,,12:51:15,,  52.40,,  48.86,3.081
,,,12:51:16,,  49.03,,  51.20,4.093
,,,12:51:17,,  49.36,,  50.02,5.091
,,,12:51:18,,  45.37,,  54.97,6.082
12:51:18,*****,Sensor Made,*****
12:51:19,*****,Sensor Broken,*****
,,,12:51:19,,  48.53,,  56.74,0.033
12:51:19,*****,Sensor Made,*****
12:51:19,*****,Sensor Broken,*****
,,,12:51:19,,  48.53,,  56.74,0.032
,,,12:51:20,,  46.54,,  59.46,1.085
,,,12:51:21,,  41.14,,  65.79,2.092
,,,12:51:22,,  36.66,,  70.26,3.08
12:51:22,*****,Sensor Made,*****
12:51:23,*****,Sensor Broken,*****
,,,12:51:24,,  36.66,,  70.26,0.032
,,,12:51:25,,  38.50,,  66.04,1.086
,,,12:51:26,,  54.17,,  51.11,2.091
,,,12:51:27,,  53.14,,  53.72,3.08
,,,12:51:28,,  53.33,,  53.96,4.093
,,,12:51:29,,  56.25,,  51.71,5.091
12:51:29,*****,Sensor Made,*****
12:51:31,*****,Sensor Broken,*****
,,,12:51:31,,  56.25,,  51.71,0.048
,,,12:51:32,,  57.58,,  48.73,1.101
,,,12:51:33,,  57.10,,  51.65,2.107
,,,12:51:34,,  59.64,,  48.60,3.096
,,,12:51:35,,  60.09,,  47.81,4.101
,,,12:51:36,,  60.37,,  47.49,5.105
,,,12:51:37,,  59.57,,  48.57,6.094
,,,12:51:38,,  60.43,,  47.28,7.099
,,,12:51:39,,  59.96,,  48.10,8.105
12:51:39,*****,Sensor Made,*****
12:51:42,*****,Sensor Broken,*****
,,,12:51:42,,  63.87,,  41.42,0.047
,,,12:51:43,,  54.86,,  50.66,1.101
,,,12:51:44,,  57.72,,  50.74,2.106
,,,12:51:45,,  58.08,,  50.03,3.095
,,,12:51:46,,  60.39,,  47.29,4.099
,,,12:51:47,,  62.25,,  45.72,5.104
12:51:47,*****,Sensor Made,*****
12:51:49,*****,Sensor Broken,*****
,,,12:51:49,,  57.09,,  50.38,0.032
,,,12:51:50,,  56.10,,  49.94,1.093
,,,12:51:51,,  48.62,,  55.29,2.09
,,,12:51:52,,  44.51,,  58.24,3.087
,,,12:51:53,,  45.77,,  56.75,4.084
,,,12:51:54,,  49.23,,  51.91,5.112
,,,12:51:55,,  50.67,,  49.67,6.109
12:51:55,*****,Sensor Made,*****
12:51:56,*****,Sensor Broken,*****
,,,12:51:56,,  50.67,,  49.67,0.049
12:51:57,*****,Sensor Made,*****
12:53:38,*****,Sensor Broken,*****
12:53:38,*****,Sensor Made,*****
12:53:39,*****,Sensor Broken,*****
,,,12:53:39,,  52.53,,6.39,0.033
,,,12:53:40,,  37.62,,  70.24,1.085
,,,12:53:41,,  39.40,,  62.02,2.09
,,,12:53:42,,  41.02,,  60.40,3.088
,,,12:53:43,,  40.45,,  60.01,4.085
,,,12:53:44,,  41.03,,  58.51,5.097
,,,12:53:45,,  40.56,,  58.84,6.095
,,,12:53:46,,  41.62,,  57.69,7.083
,,,12:53:47,,  42.39,,  57.17,8.088
,,,12:53:48,,  34.22,,  65.39,9.116
,,,12:53:49,,  61.17,,  47.58,10.082
,,,12:53:50,,  65.76,,  39.46,11.087
,,,12:53:51,,  63.71,,  40.64,12.107
,,,12:53:52,,  63.56,,  40.00,13.092
,,,12:53:53,,  62.84,,  41.10,14.101
,,,12:53:54,,  59.98,,  43.27,15.114
,,,12:53:55,,  57.50,,  45.29,16.095
12:53:56,*****,Sensor Made,*****
12:53:56,*****,Sensor Broken,*****
,,,12:53:56,,  54.27,,  44.27,0.031
,,,12:53:57,,  61.56,,  42.81,1.101
,,,12:53:58,,  63.28,,  41.07,2.106
,,,12:53:59,,  62.28,,  39.74,3.128
,,,12:54:00,,  62.13,,  39.05,4.101
,,,12:54:01,,  59.80,,  41.16,5.121
,,,12:54:02,,  57.85,,  42.97,6.078
,,,12:54:03,,  55.62,,  44.02,7.115
,,,12:54:04,,  56.49,,  43.24,8.128
,,,12:54:05,,  58.15,,  42.43,9.109
,,,12:54:06,,  56.06,,  43.12,10.114
,,,12:54:07,,  56.62,,  41.82,11.118
,,,12:54:08,,  58.43,,  42.38,12.108
,,,12:54:09,,  58.27,,  43.38,13.112
12:54:10,*****,Sensor Made,*****
12:54:10,*****,Sensor Broken,*****
,,,12:54:10,,  53.59,,  52.01,0.047
,,,12:54:11,,  54.71,,  51.11,1.118
,,,12:54:12,,  53.19,,  52.38,2.122
,,,12:54:13,,  51.09,,  53.35,3.079
,,,12:54:14,,  48.88,,  54.61,4.116
,,,12:54:15,,  47.54,,  55.18,5.128
12:54:16,*****,Sensor Made,*****
12:54:18,*****,Sensor Broken,*****
,,,12:54:19,,  54.96,,  48.44,0.048
,,,12:54:20,,  59.92,,  45.35,1.093
,,,12:54:21,,  63.57,,  39.69,2.107
12:54:21,*****,Sensor Made,*****
12:54:22,*****,Sensor Broken,*****
,,,12:54:22,,  61.79,,  41.51,0.031
,,,12:54:23,,  56.33,,  43.49,1.085
,,,12:54:24,,  55.59,,  37.59,2.098
,,,12:54:25,,  57.49,,  42.80,3.08
,,,12:54:26,,  57.25,,  42.44,4.092
,,,12:54:27,,  56.26,,  43.04,5.09
,,,12:54:28,,  54.37,,  43.58,6.118
12:54:28,*****,Sensor Made,*****
12:54:29,*****,Sensor Broken,*****
,,,12:54:29,,  54.37,,  43.58,0.017
,,,12:54:30,,  54.37,,  43.58,0.032
,,,12:54:31,,  54.74,,  50.34,1.085
,,,12:54:32,,  56.55,,  47.70,2.097
,,,12:54:33,,  53.61,,  48.92,3.079
,,,12:54:34,,  52.24,,  49.39,4.092
12:54:34,*****,Sensor Made,*****
12:56:49,*****,Sensor Broken,*****
,,,12:56:49,,  26.65,,  77.76,0.047
,,,12:56:50,,  20.82,,  84.02,1.115
,,,12:56:51,,  27.54,,  78.76,2.105
,,,12:56:52,,  33.75,,  68.40,3.11
,,,12:56:53,,  35.15,,  64.65,4.099
,,,12:56:54,,  36.32,,  62.19,5.105
12:56:54,*****,Sensor Made,*****
12:56:56,*****,Sensor Broken,*****
,,,12:56:56,,  36.32,,  62.19,0.018
,,,12:56:56,,  36.32,,  62.19,0.032
,,,12:56:57,,  44.67,,  59.89,1.085
,,,12:56:58,,  45.56,,  55.24,2.097
,,,12:56:59,,  39.72,,  62.12,3.078
,,,12:57:00,,  38.05,,  65.93,4.092
12:57:00,*****,Sensor Made,*****
12:57:04,*****,Sensor Broken,*****
,,,12:57:04,,  57.65,,  49.31,0.032
12:57:04,*****,Sensor Made,*****
12:57:06,*****,Sensor Broken,*****
,,,12:57:06,,  57.65,,  49.31,0.017
,,,12:57:06,,  57.65,,  49.31,0.031
,,,12:57:08,,  50.99,,  55.41,1.088
,,,12:57:09,,  43.26,,  57.94,2.089
,,,12:57:10,,  44.10,,  56.20,3.085
,,,12:57:10,,  43.96,,  55.24,4.082
,,,12:57:12,,  41.58,,  57.50,5.11
,,,12:57:12,,  41.74,,  55.42,6.077
,,,12:57:14,,  42.58,,  54.48,7.105
,,,12:57:15,,  42.23,,  54.75,8.103
,,,12:57:16,,  41.72,,  54.94,9.1
,,,12:57:17,,  41.47,,  55.38,10.097
,,,12:57:18,,  41.60,,  55.54,11.11
,,,12:57:19,,  40.98,,  55.19,12.091
,,,12:57:20,,  40.58,,  55.24,13.104
,,,12:57:21,,  37.84,,  61.48,14.118
,,,12:57:22,,  27.69,,  73.84,15.099
,,,12:57:23,,  30.67,,  70.91,16.096
,,,12:57:24,,  33.45,,  67.83,17.125
,,,12:57:25,,  32.71,,  69.55,18.089
,,,12:57:26,,  33.29,,  68.97,19.103
,,,12:57:27,,  33.44,,  68.12,20.117
,,,12:57:28,,  32.93,,  69.32,21.098
12:57:28,*****,Sensor Made,*****
12:57:52,*****,Sensor Broken,*****
,,,12:57:52,,  32.93,,  69.32,0.033
,,,12:57:53,,  55.62,,  50.09,1.085
,,,12:57:54,,  63.13,,  39.82,2.114
,,,12:57:55,,  62.76,,  39.20,3.079
,,,12:57:56,,  60.48,,  40.55,4.091
,,,12:57:57,,  59.85,,  41.32,5.121
,,,12:57:58,,  59.19,,  41.34,6.086
,,,12:57:59,,  58.06,,  41.70,7.082
,,,12:58:00,,  55.83,,  43.57,8.119
,,,12:58:01,,  55.15,,  43.96,9.076
,,,12:58:02,,  54.17,,  44.77,10.121
,,,12:58:03,,  50.02,,  51.25,11.118
,,,12:58:04,,  48.73,,  53.02,12.084
,,,12:58:05,,  51.26,,  49.47,13.113
,,,12:58:06,,  50.12,,  50.02,14.125
,,,12:58:07,,  50.43,,  48.54,15.075
,,,12:58:08,,  49.62,,  49.37,16.119
,,,12:58:09,,  48.61,,  49.10,17.116
,,,12:58:10,,  48.41,,  50.04,18.113
,,,12:58:11,,  49.03,,  50.21,19.11
,,,12:58:12,,  50.24,,  49.70,20.115
,,,12:58:13,,  48.85,,  50.55,21.103
,,,12:58:14,,  46.81,,  51.22,22.116
,,,12:58:15,,  45.79,,  51.54,23.113
,,,12:58:16,,  49.09,,  49.48,24.111
,,,12:58:17,,  31.78,,  70.08,25.107
,,,12:58:18,,  37.07,,  63.09,26.104
,,,12:58:19,,  41.41,,  57.18,27.101
,,,12:58:20,,  42.77,,  55.15,28.13
12:58:20,*****,Sensor Made,*****
12:58:22,*****,Sensor Broken,*****
,,,12:58:22,,  50.49,,  55.09,0.047
,,,12:58:23,,  50.05,,  55.81,1.101
,,,12:58:24,,  49.51,,  53.16,2.113
,,,12:58:25,,  50.41,,  51.21,3.111
12:58:25,*****,Sensor Made,*****
12:58:40,*****,Sensor Broken,*****
,,,12:58:40,,  68.57,,  37.77,0.033
,,,12:58:41,,  68.45,,  38.50,1.085
,,,12:58:42,,  48.01,,  54.71,2.09
,,,12:58:43,,  55.24,,  47.80,3.11
,,,12:58:44,,  59.53,,  41.10,4.099
,,,12:58:45,,  61.21,,  38.65,5.104
,,,12:58:46,,  56.17,,  44.15,6.077
,,,12:58:47,,  55.48,,  44.90,7.097
,,,12:58:48,,  57.03,,  42.55,8.102
,,,12:58:49,,  62.84,,  36.70,9.091
,,,12:58:50,,  64.63,,  34.84,10.096
,,,12:58:51,,  65.45,,  35.52,11.1
,,,12:58:52,,  66.70,,  34.19,12.089
,,,12:58:53,,  66.50,,  33.97,13.094
,,,12:58:54,,  66.39,,  33.49,14.099
,,,12:58:55,,  66.13,,  33.38,15.104
,,,12:58:56,,  67.05,,  34.05,16.094
,,,12:58:57,,  61.33,,  39.76,17.098
12:58:58,*****,Sensor Made,*****
12:58:59,*****,Sensor Broken,*****
,,,12:58:59,,  61.33,,  39.76,0.016
,,,12:58:59,,  61.33,,  39.76,0.032
,,,12:59:00,,  63.34,,  43.45,1.117
,,,12:59:01,,  64.52,,  37.10,2.122
,,,12:59:02,,  60.75,,  39.65,3.095
12:59:03,*****,Sensor Made,*****
12:59:06,*****,Sensor Broken,*****
,,,12:59:06,,  53.30,,  55.93,0.048
,,,12:59:07,,  56.95,,  52.10,1.117
,,,12:59:08,,  65.29,,  41.09,2.113
,,,12:59:09,,  65.05,,  39.55,3.11
12:59:09,*****,Sensor Made,*****
12:59:11,*****,Sensor Broken,*****
,,,12:59:11,,  59.67,,  48.33,0.048
,,,12:59:12,,  60.18,,  48.11,1.1
,,,12:59:13,,  61.40,,  44.55,2.107
12:59:14,*****,Sensor Made,*****
13:03:04,*****,Stopped Session,*****
